,carat,cut_ord,clarity_ord,Predicted Price,cut,color,clarity
1099,0.52,5,2,1157.0,Ideal,G,SI2
1100,1.05,5,4,4201.0,Ideal,J,VS1
1101,1.54,5,6,15415.0,Ideal,G,VVS2
1102,1.0,4,4,5009.0,Premium,I,VS1
1103,1.52,3,3,9876.5,Very Good,H,SI1
1104,1.12,3,3,5584.0,Very Good,F,SI1
1105,0.73,5,4,3204.57,Ideal,F,VVS2
1106,1.08,2,2,3424.0,Good,G,SI2
1107,0.36,5,5,787.71,Ideal,F,VS2
1108,1.01,5,4,7754.87,Ideal,F,VS1
1109,0.55,5,3,1310.0,Ideal,H,SI1
1110,0.9,2,5,4087.77,Good,G,VS2
1111,0.43,5,7,1207.17,Ideal,G,WS1
1112,0.54,5,2,935.0,Ideal,I,SI2
1113,0.6,4,3,1737.4,Premium,E,SI1
1114,1.2,4,3,5918.06,Premium,H,SI1
1115,0.53,2,6,1880.0,Good,F,VVS2
1116,3.01,1,1,8044.0,Fair,H,I1
1117,0.58,5,3,1404.25,Ideal,H,SI1
1118,0.63,5,3,1871.5,Ideal,D,SI1
1119,0.52,4,7,1619.0,Premium,I,WS1
1120,1.07,3,4,6998.0,Very Good,G,VS1
1121,0.3,3,7,785.67,Very Good,G,WS1
1122,1.13,2,2,4511.5,Good,F,SI2
1123,0.51,2,5,1337.0,Good,H,VS2
1124,0.23,2,6,452.0,Good,E,VVS2
1125,0.46,5,7,1808.0,Ideal,E,WS1
1126,0.33,5,3,655.6,Ideal,E,SI1
1127,2.05,4,2,17073.5,Premium,E,SI2
1128,0.3,3,4,601.15,Very Good,H,VS1
1129,0.69,1,4,2415.0,Fair,G,VS1
1130,0.3,5,8,895.12,Ideal,F,IF
1131,0.41,5,2,793.4,Ideal,E,SI1
1132,0.9,5,2,3769.11,Ideal,G,SI2
1133,0.41,4,4,1046.43,Premium,F,VVS2
1134,1.01,3,5,6557.68,Very Good,E,VS2
1135,0.57,3,3,1401.0,Very Good,G,SI1
1136,1.22,3,4,7221.0,Very Good,G,VS1
1137,0.31,4,1,345.0,Premium,F,I1
1138,0.73,5,5,3246.0,Ideal,E,VS2
1139,0.53,5,5,1627.0,Ideal,G,VS2
1140,0.3,3,5,691.94,Very Good,D,VS2
1141,0.53,3,4,1907.0,Very Good,D,VS1
1142,0.71,3,3,2179.58,Very Good,H,SI1
1143,0.54,4,5,1785.75,Premium,E,VS2
1144,0.41,4,4,1107.21,Premium,E,VVS2
1145,0.9,5,2,3982.0,Ideal,E,SI2
1146,1.03,3,2,4196.5,Very Good,F,SI2
1147,1.08,4,3,5350.0,Premium,F,SI1
1148,0.32,4,7,973.0,Premium,D,WS1
1149,0.43,2,3,733.67,Good,E,SI1
1150,0.7,5,3,2389.08,Ideal,H,SI1
1151,0.74,5,7,4127.0,Ideal,F,WS1
1152,1.5,4,6,14765.0,Premium,G,VVS2
1153,0.34,5,7,1019.17,Ideal,F,WS1
1154,0.57,5,4,1892.42,Ideal,G,VS1
1155,1.0,2,3,4600.22,Good,F,SI1
1156,0.7,5,5,2847.12,Ideal,D,I1
1157,1.01,5,3,5582.54,Ideal,E,SI1
1158,0.25,4,7,577.0,Premium,H,WS1
1159,0.53,5,7,3025.0,Ideal,E,WS1
1160,0.96,3,5,5616.0,Very Good,E,VS2
1161,1.25,5,5,6944.0,Ideal,H,VS2
1162,0.73,5,2,2439.2,Ideal,E,SI1
1163,0.34,3,3,672.89,Very Good,E,SI1
1164,0.74,4,3,3036.0,Premium,D,SI1
1165,1.11,3,3,5172.5,Very Good,H,SI1
1166,0.54,5,6,2593.25,Ideal,E,VVS2
1167,0.95,3,4,6807.0,Very Good,F,VVS2
1168,0.41,5,7,846.5,Ideal,I,WS1
1169,0.28,3,7,504.0,Very Good,H,WS1
1170,0.34,4,7,845.67,Premium,H,WS1
1171,1.64,4,5,15091.0,Premium,F,VS2
1172,0.71,5,8,2701.0,Ideal,I,IF
1173,0.74,3,5,3411.0,Very Good,D,VS2
1174,0.74,5,6,3738.33,Ideal,G,VVS2
1175,0.6,4,3,1433.0,Premium,H,SI1
1176,0.44,5,4,1277.14,Ideal,D,VS1
1177,0.79,3,3,2873.2,Very Good,F,SI1
1178,0.58,5,3,1352.0,Ideal,I,SI1
1179,1.0,2,6,8326.0,Good,E,VVS2
1180,0.34,5,4,688.5,Ideal,G,VS1
1181,0.31,4,7,915.83,Premium,F,WS1
1182,0.31,2,3,567.61,Good,E,SI1
1183,1.81,3,4,14959.0,Very Good,I,VS1
1184,0.3,4,4,735.72,Premium,G,VS1
1185,2.19,4,2,13355.0,Premium,J,SI2
1186,0.91,5,2,3805.83,Ideal,F,SI1
1187,0.37,5,5,738.56,Ideal,G,VS2
1188,1.57,4,5,12644.0,Premium,G,VS2
1189,1.0,4,2,3746.0,Premium,I,SI2
1190,1.09,5,3,5095.8,Ideal,H,SI1
1191,0.31,2,4,538.0,Good,I,VS1
1192,0.5,3,5,1698.06,Very Good,D,VS2
1193,0.41,4,4,1107.21,Premium,E,VVS2
1194,1.23,5,3,6178.67,Ideal,H,SI1
1195,1.09,4,3,3967.67,Premium,I,SI1
1196,0.4,5,4,797.0,Ideal,I,VS1
1197,0.42,5,4,745.67,Ideal,J,VS1
1198,1.02,5,3,5135.56,Ideal,G,SI1
1199,1.0,3,2,4104.27,Very Good,F,SI2
1200,0.26,3,5,397.0,Very Good,G,VS2
1201,0.23,2,7,401.0,Good,G,WS1
1202,0.46,4,8,1192.0,Premium,I,IF
1203,0.4,2,2,658.2,Good,E,SI2
1204,2.05,5,2,18017.0,Ideal,G,SI2
1205,0.41,5,7,1379.58,Ideal,E,WS1
1206,2.03,5,5,14766.0,Ideal,J,VS2
1207,2.28,5,2,14324.5,Ideal,I,SI2
1208,0.72,3,7,3689.0,Very Good,F,WS1
1209,1.52,2,5,8346.5,Good,I,VS2
1210,1.51,4,5,13923.8,Premium,F,VS2
1211,1.14,3,3,3045.0,Very Good,J,SI1
1212,0.51,5,4,1776.82,Ideal,F,VS1
1213,0.3,5,2,374.75,Ideal,I,SI2
1214,0.31,4,5,604.8,Premium,G,VS2
1215,1.5,3,3,11540.2,Very Good,D,SI1
1216,0.52,5,5,1703.08,Ideal,E,VS2
1217,0.7,1,3,2333.5,Fair,D,SI1
1218,0.3,5,7,886.18,Ideal,E,WS1
1219,0.5,1,3,1087.5,Fair,F,SI1
1220,1.54,4,5,10767.17,Premium,H,VS2
1221,1.2,5,3,8242.67,Ideal,D,SI1
1222,0.79,3,2,2954.33,Very Good,E,SI1
1223,1.2,2,5,8380.0,Good,E,VS2
1224,2.01,4,3,17803.0,Premium,E,SI1
1225,0.72,3,4,2400.0,Very Good,H,VVS2
1226,1.1,3,2,4739.67,Very Good,E,SI2
1227,0.23,3,6,507.56,Very Good,E,VVS2
1228,0.94,5,1,2571.0,Ideal,F,I1
1229,2.16,3,2,11088.0,Very Good,H,SI2
1230,0.27,3,6,596.09,Very Good,E,VVS2
1231,0.35,5,3,739.57,Ideal,E,SI1
1232,0.38,5,4,880.2,Ideal,G,VS1
1233,1.21,3,4,8983.0,Very Good,F,VS1
1234,0.3,4,6,945.8,Premium,E,VVS2
1235,0.56,5,5,2005.67,Ideal,D,VS2
1236,0.3,2,2,425.5,Good,H,SI2
1237,1.01,4,3,5588.67,Premium,D,SI1
1238,0.34,5,5,910.65,Ideal,D,VS2
1239,0.32,4,7,1009.5,Premium,E,WS1
1240,1.01,3,2,4586.52,Very Good,D,SI2
1241,0.31,4,3,645.58,Premium,E,SI1
1242,0.51,5,3,1263.2,Ideal,G,SI1
1243,0.36,4,4,841.0,Premium,E,VVS2
1244,0.5,4,3,1532.62,Premium,D,SI1
1245,0.21,4,2,449.0,Premium,E,SI2
1246,0.9,3,3,3460.2,Very Good,H,SI1
1247,1.03,4,2,4664.5,Premium,E,SI2
1248,0.37,5,3,725.0,Ideal,F,SI1
1249,0.5,4,3,1253.43,Premium,F,SI1
1250,1.01,3,4,6592.65,Very Good,G,VS1
1251,0.84,2,5,3312.0,Good,G,VS2
1252,0.76,3,5,2858.0,Very Good,G,VS2
1253,0.23,3,7,503.0,Very Good,E,WS1
1254,1.03,4,5,5346.25,Premium,H,VS2
1255,0.9,2,5,3204.0,Good,I,VS2
1256,0.32,5,7,891.92,Ideal,F,WS1
1257,0.55,5,5,1730.82,Ideal,F,VS2
1258,1.55,4,3,9600.0,Premium,G,VS2
1259,0.35,5,5,936.27,Ideal,D,I1
1260,1.51,3,4,13352.8,Very Good,G,VS1
1261,0.38,5,5,890.64,Ideal,F,VS2
1262,0.33,3,6,579.0,Very Good,I,VVS2
1263,0.31,5,8,898.0,Ideal,G,IF
1264,0.3,5,5,660.79,Ideal,F,VS2
1265,1.22,5,4,7274.0,Ideal,G,VS1
1266,0.4,4,4,1020.25,Premium,F,VS1
1267,1.51,3,1,4158.0,Very Good,J,I1
1268,1.01,2,2,4022.33,Good,F,SI2
1269,0.51,2,3,1368.33,Good,E,SI1
1270,0.32,4,7,1035.25,Premium,F,WS1
1271,1.28,5,2,5926.0,Ideal,H,SI2
1272,0.33,5,2,591.29,Ideal,D,SI2
1273,1.11,5,5,7827.67,Ideal,E,VS2
1274,2.21,4,2,16657.0,Premium,G,SI2
1275,0.43,2,3,890.33,Good,F,SI1
1276,0.7,4,8,3642.0,Premium,G,IF
1277,0.25,3,8,548.0,Very Good,F,IF
1278,0.5,2,5,1301.57,Good,H,VS2
1279,0.24,2,4,373.0,Good,F,VS1
1280,0.3,4,3,622.41,Premium,E,SI1
1281,1.11,3,2,4371.5,Very Good,H,SI2
1282,1.02,1,2,3187.0,Fair,I,SI2
1283,0.31,5,7,837.67,Ideal,G,WS1
1284,0.39,5,4,1042.5,Ideal,G,VS1
1285,0.5,4,5,1656.87,Premium,E,VS2
1286,0.7,5,3,2551.57,Ideal,D,SI1
1287,0.32,3,3,482.6,Very Good,G,SI1
1288,0.3,3,4,601.15,Very Good,H,VS1
1289,0.41,5,6,1056.62,Ideal,F,VVS2
1290,1.33,1,2,5517.0,Fair,G,SI2
1291,0.3,5,7,600.67,Ideal,I,WS1
1292,1.51,4,5,13923.8,Premium,F,VS2
1293,0.38,5,7,1117.38,Ideal,F,WS1
1294,0.23,3,5,392.0,Very Good,D,VS2
1295,0.74,5,5,3078.5,Ideal,G,VS2
1296,1.2,3,2,5172.8,Very Good,H,SI2
1297,1.52,5,3,9530.0,Ideal,G,SI1
1298,1.01,5,5,6447.52,Ideal,G,VS2
1299,0.44,5,5,1038.0,Ideal,E,VS2
1300,1.2,4,3,6033.0,Premium,G,SI1
1301,1.3,2,2,4615.67,Good,J,SI2
1302,0.31,4,3,551.7,Premium,H,SI1
1303,1.2,5,6,10472.0,Ideal,G,VVS2
1304,0.79,4,3,3112.0,Premium,E,SI1
1305,1.05,5,7,11572.5,Ideal,F,WS1
1306,0.7,4,2,2090.73,Premium,G,SI2
1307,0.3,3,5,420.5,Very Good,J,VS2
1308,1.25,5,6,10902.67,Ideal,G,VVS2
1309,2.07,3,5,13675.0,Very Good,J,VS2
1310,1.52,4,5,14434.6,Premium,F,VS2
1311,0.31,5,5,607.62,Ideal,G,VS2
1312,0.94,5,2,4182.0,Ideal,F,SI1
1313,0.27,3,5,449.0,Very Good,E,VS2
1314,0.32,5,8,932.37,Ideal,G,IF
1315,0.35,5,4,906.5,Ideal,D,VS1
1316,1.2,5,7,15005.0,Ideal,F,WS1
1317,1.51,4,3,11347.38,Premium,E,SI1
1318,0.4,5,5,935.31,Ideal,G,VS2
1319,0.33,4,6,873.71,Premium,G,VVS2
1320,1.51,3,8,12291.0,Very Good,I,IF
1321,0.72,4,1,1107.0,Premium,J,I1
1322,0.84,3,5,3535.0,Very Good,G,VS2
1323,1.06,3,3,5047.75,Very Good,F,SI1
1324,1.01,4,5,6467.38,Premium,F,VS2
1325,0.38,5,6,1021.6,Ideal,F,VVS2
1326,0.72,5,4,3049.75,Ideal,H,VVS2
1327,1.61,3,2,9589.5,Very Good,E,SI2
1328,1.5,3,4,8338.0,Very Good,J,VS1
1329,0.78,2,3,2334.86,Good,J,SI1
1330,0.69,1,2,2103.5,Fair,G,SI2
1331,0.32,5,5,787.68,Ideal,E,VS2
1332,0.51,5,6,1618.0,Ideal,H,VVS2
1333,0.34,5,4,738.83,Ideal,F,VS1
1334,1.49,3,1,6175.0,Very Good,F,I1
1335,0.5,4,4,1760.0,Premium,F,VS1
1336,0.9,2,3,3804.08,Good,E,SI1
1337,2.2,4,4,15201.0,Premium,J,VS1
1338,0.51,4,6,1946.6,Premium,G,VVS2
1339,2.38,4,3,16302.0,Premium,H,SI1
1340,0.9,4,2,3574.5,Premium,D,SI2
1341,1.05,5,3,5402.17,Ideal,H,SI1
1342,0.61,4,5,1308.0,Fair,I,VS2
1343,0.71,3,7,2902.5,Very Good,H,WS1
1344,1.01,5,3,3884.25,Ideal,J,SI1
1345,0.4,4,5,779.2,Premium,H,VS2
1346,0.57,4,2,1189.0,Premium,E,SI2
1347,1.74,5,3,6927.0,Ideal,J,SI1
1348,0.37,3,5,729.33,Very Good,D,VS2
1349,0.53,1,3,1286.0,Fair,E,SI1
1350,2.4,1,2,10716.0,Fair,J,SI2
1351,0.71,4,3,2645.12,Premium,E,SI1
1352,0.71,1,5,2722.5,Fair,D,VS2
1353,0.51,3,4,1763.0,Very Good,F,VS1
1354,0.95,1,3,2517.0,Very Good,J,SI1
1355,0.32,2,5,645.0,Good,F,VS2
1356,0.31,4,5,488.0,Premium,J,VS2
1357,0.9,2,3,3804.08,Good,E,SI1
1358,0.51,5,6,1916.07,Ideal,G,VVS2
1359,1.7,4,5,15222.0,Premium,G,VS2
1360,0.31,4,5,792.71,Premium,E,VS2
1361,0.5,3,5,1563.38,Very Good,E,VS2
1362,1.55,3,2,9698.0,Very Good,D,SI2
1363,1.01,3,3,5288.12,Very Good,E,SI1
1364,1.01,3,3,5288.12,Very Good,E,SI1
1365,1.18,5,3,5292.67,Ideal,I,SI1
1366,0.3,5,7,871.17,Ideal,F,WS1
1367,0.76,3,3,2593.0,Very Good,H,SI1
1368,0.92,2,3,4525.0,Good,D,SI1
1369,0.72,1,2,2203.0,Very Good,H,SI1
1370,1.5,3,5,15262.5,Very Good,D,VS2
1371,1.01,5,3,4948.41,Ideal,H,SI1
1372,1.1,5,3,5420.5,Ideal,H,SI1
1373,0.34,3,2,510.5,Very Good,F,SI2
1374,0.53,5,3,1561.89,Ideal,E,SI1
1375,1.6,4,3,7550.0,Premium,J,SI1
1376,0.31,5,3,496.0,Ideal,H,SI1
1377,0.31,5,4,784.15,Ideal,E,VS1
1378,1.5,2,5,9914.33,Good,H,VS2
1379,1.02,2,2,4340.5,Good,E,SI2
1380,1.01,5,3,5343.36,Ideal,F,SI1
1381,0.4,5,6,1085.85,Ideal,F,VVS2
1382,0.4,5,5,973.94,Ideal,E,VS2
1383,1.12,4,3,4964.14,Premium,H,SI1
1384,0.31,4,3,551.7,Premium,H,SI1
1385,1.52,4,6,14105.0,Premium,G,VVS2
1386,1.6,5,2,8530.0,Ideal,I,SI2
1387,2.0,4,3,14918.0,Premium,G,SI1
1388,0.58,5,4,2100.83,Ideal,E,VS1
1389,2.06,3,3,11854.0,Very Good,J,SI1
1390,0.56,5,3,1664.83,Ideal,E,SI1
1391,0.51,3,4,1286.0,Very Good,I,VS1
1392,1.01,4,5,5064.2,Premium,H,VS2
1393,0.5,3,5,1023.0,Very Good,J,VS2
1394,1.51,5,4,14433.22,Ideal,G,VS1
1395,0.8,4,2,2409.0,Premium,F,SI2
1396,0.52,4,6,1930.8,Premium,G,VVS2
1397,1.48,2,8,11631.0,Good,G,IF
1398,0.31,5,5,830.96,Ideal,D,VS2
1399,1.01,5,2,4808.62,Ideal,D,SI2
1400,0.32,3,3,495.57,Very Good,H,SI1
1401,0.51,4,4,1855.33,Premium,E,VS1
1402,0.71,4,2,1922.4,Premium,H,SI2
1403,0.61,3,5,1401.0,Very Good,I,VS2
1404,1.69,4,1,4459.0,Premium,I,I1
1405,0.57,5,6,2544.0,Ideal,E,VVS2
1406,1.22,2,2,5412.0,Good,G,SI2
1407,1.38,4,3,4814.0,Premium,J,SI1
1408,1.18,5,4,6106.0,Ideal,I,VS1
1409,0.51,5,6,1916.07,Ideal,G,VVS2
1410,1.7,5,2,9139.0,Ideal,D,SI2
1411,0.4,2,1,503.0,Good,F,I1
1412,0.71,5,4,3408.39,Ideal,F,VS1
1413,0.93,2,3,4452.0,Good,G,SI1
1414,0.39,3,6,787.0,Very Good,I,VVS2
1415,1.01,5,6,7818.71,Ideal,G,VVS2
1416,1.6,4,5,13942.0,Premium,G,VS2
1417,0.32,5,7,861.41,Ideal,G,WS1
1418,0.32,2,2,523.8,Good,D,SI2
1419,1.0,3,2,4337.12,Very Good,E,SI2
1420,0.57,5,5,1949.12,Ideal,E,VS2
1421,1.0,4,3,4505.62,Premium,H,SI1
1422,0.53,5,6,1907.76,Ideal,G,VVS2
1423,1.56,4,4,9732.0,Premium,H,VS1
1424,0.5,4,4,1669.8,Premium,G,VS1
1425,1.06,5,5,6644.33,Ideal,G,VS2
1426,0.33,4,4,693.67,Premium,H,VS1
1427,0.9,3,6,5141.0,Very Good,G,VVS2
1428,1.0,4,3,4919.24,Premium,F,SI1
1429,0.31,5,7,612.08,Ideal,I,WS1
1430,1.24,5,2,5937.0,Ideal,H,SI2
1431,1.01,5,5,7626.67,Ideal,D,VS2
1432,1.02,5,4,7102.36,Ideal,G,VS1
1433,1.01,4,3,5325.75,Premium,E,SI1
1434,0.53,3,2,1121.0,Very Good,F,SI2
1435,0.53,5,5,1858.27,Ideal,D,VS2
1436,1.58,4,2,9290.0,Premium,F,SI1
1437,1.04,4,6,10984.0,Premium,D,VVS2
1438,0.32,5,8,1094.38,Ideal,E,IF
1439,0.58,4,5,1713.5,Premium,G,VS2
1440,1.2,5,7,14391.0,Ideal,E,WS1
1441,1.07,4,2,4444.2,Premium,F,SI2
1442,1.06,3,3,5047.75,Very Good,F,SI1
1443,0.53,5,5,1627.0,Ideal,G,VS2
1444,0.33,5,6,831.09,Ideal,F,VVS2
1445,0.7,3,3,2440.88,Good,E,SI1
1446,1.21,4,5,7868.14,Premium,G,VS2
1447,0.3,3,3,602.18,Very Good,D,SI1
1448,0.52,5,3,1192.4,Ideal,H,SI1
1449,1.16,2,2,4303.5,Good,F,SI2
1450,0.73,3,3,2388.67,Very Good,F,SI1
1451,2.02,5,5,14766.0,Ideal,J,VS2
1452,0.37,5,4,794.25,Ideal,G,VS1
1453,1.01,3,3,4629.31,Very Good,G,SI1
1454,0.52,5,5,1839.07,Ideal,D,VS2
1455,0.7,2,5,2634.6,Good,E,I1
1456,0.4,5,7,1555.2,Ideal,D,WS1
1457,1.0,2,5,6245.0,Good,E,VS2
1458,1.21,5,3,7338.5,Ideal,E,SI1
1459,1.08,5,5,7644.75,Ideal,F,VS2
1460,0.4,5,7,1273.06,Ideal,F,WS1
1461,0.9,3,5,4598.06,Very Good,F,VS2
1462,0.41,5,6,901.67,Ideal,I,VVS2
1463,1.0,3,2,3642.0,Very Good,J,SI2
1464,0.5,3,3,1313.33,Very Good,E,SI1
1465,1.19,5,7,9971.0,Ideal,G,WS1
1466,0.5,3,3,1313.33,Very Good,E,SI1
1467,0.3,4,5,831.82,Premium,D,VS2
1468,2.01,2,2,16194.0,Good,F,SI2
1469,0.32,5,6,890.64,Ideal,E,VVS2
1470,0.43,5,7,1364.2,Ideal,F,WS1
1471,0.31,5,3,644.87,Ideal,D,SI1
1472,2.07,4,5,13675.0,Premium,J,VS2
1473,1.03,5,3,5423.22,Ideal,E,SI1
1474,0.7,3,5,2958.86,Good,D,I1
1475,2.02,3,2,12980.6,Very Good,G,SI2
1476,0.57,3,8,2049.5,Very Good,J,IF
1477,1.13,5,3,5119.0,Ideal,H,SI1
1478,0.51,3,5,1438.83,Very Good,G,VS2
1479,0.27,5,8,484.0,Ideal,I,IF
1480,1.5,4,5,14888.5,Premium,D,VS2
1481,1.03,3,2,4691.75,Very Good,D,SI2
1482,1.51,3,2,7169.14,Very Good,I,SI2
1483,0.72,5,7,3134.5,Ideal,H,WS1
1484,1.71,4,5,9116.0,Premium,I,VS2
1485,0.4,3,5,887.83,Very Good,D,VS2
1486,1.51,3,6,16916.33,Very Good,F,VVS2
1487,0.5,5,3,1283.0,Ideal,H,SI1
1488,1.14,4,3,5874.57,Premium,F,SI1
1489,0.33,5,5,807.38,Ideal,E,VS2
1490,1.6,4,3,9250.5,Premium,F,SI1
1491,0.3,2,5,570.0,Good,E,VS2
1492,0.73,5,3,2729.17,Ideal,E,SI1
1493,0.59,3,3,1395.75,Very Good,G,SI1
1494,0.47,5,5,1071.0,Ideal,H,VS2
1495,0.4,4,6,1001.57,Premium,G,VVS2
1496,0.3,5,5,660.79,Ideal,F,VS2
1497,1.01,3,6,5988.0,Very Good,H,VVS2
1498,0.72,3,3,2587.71,Very Good,E,SI1
1499,0.63,5,4,2503.0,Ideal,E,VS1
1500,1.53,5,4,16055.0,Ideal,F,VS1
1501,0.4,2,5,826.0,Good,F,VS2
1502,1.2,1,1,2376.0,Fair,G,I1
1503,0.78,5,3,2923.0,Ideal,F,SI1
1504,0.27,4,4,536.5,Premium,E,VS1
1505,0.92,3,3,4253.0,Very Good,D,SI1
1506,0.34,5,8,1189.67,Ideal,E,IF
1507,0.26,3,7,613.83,Very Good,F,WS1
1508,1.05,5,3,5402.17,Ideal,H,SI1
1509,0.4,3,7,1142.25,Very Good,F,WS1
1510,2.01,3,6,17451.0,Very Good,I,VVS2
1511,1.05,5,3,4377.75,Ideal,I,SI1
1512,0.3,5,7,886.18,Ideal,E,WS1
1513,0.47,3,6,1971.5,Very Good,F,VVS2
1514,1.02,2,4,7602.0,Good,D,VS1
1515,1.59,4,3,10713.0,Premium,G,SI1
1516,1.0,3,2,4337.12,Very Good,E,SI2
1517,2.15,5,2,14519.0,Ideal,I,SI2
1518,0.4,3,3,769.74,Very Good,E,SI1
1519,1.01,4,4,7892.5,Premium,E,VS1
1520,1.6,5,3,11525.5,Ideal,G,SI1
1521,2.01,5,3,15785.0,Ideal,G,SI1
1522,0.3,5,5,740.71,Ideal,E,VS2
1523,0.42,5,6,1285.73,Ideal,D,VVS2
1524,0.4,3,7,1142.25,Very Good,F,WS1
1525,0.76,3,5,2599.0,Very Good,H,VS2
1526,0.41,5,5,989.0,Ideal,F,VS2
1527,0.56,5,7,1912.17,Ideal,H,WS1
1528,0.7,2,3,2233.42,Good,D,SI1
1529,2.29,4,2,16872.5,Fair,G,SI2
1530,1.05,1,4,4920.0,Fair,I,VS1
1531,1.52,3,6,11934.0,Very Good,H,VVS2
1532,0.4,3,7,954.0,Very Good,H,WS1
1533,1.2,4,2,5458.0,Premium,G,SI2
1534,0.26,5,5,385.0,Ideal,I,VS2
1535,1.74,5,3,16007.75,Ideal,F,SI1
1536,0.71,1,5,2722.5,Fair,D,VS2
1537,1.22,5,2,5675.86,Ideal,G,SI2
1538,0.41,4,4,1107.21,Premium,E,VVS2
1539,0.31,1,4,673.0,Fair,G,VS1
1540,1.01,2,3,4833.97,Good,E,SI1
1541,1.02,3,3,5315.44,Very Good,E,SI1
1542,1.23,4,2,5269.0,Premium,I,SI2
1543,0.63,2,4,2149.0,Good,F,VS1
1544,0.75,5,2,2680.0,Ideal,E,SI2
1545,0.43,3,7,1175.0,Very Good,G,WS1
1546,1.24,5,3,6640.0,Ideal,H,SI1
1547,0.5,4,4,1669.8,Premium,G,VS1
1548,1.01,5,6,11430.4,Ideal,D,VVS2
1549,0.31,4,2,517.0,Premium,E,SI2
1550,0.7,3,5,2754.16,Good,E,I1
1551,0.38,4,2,641.0,Premium,I,SI2
1552,2.29,4,2,16872.5,Fair,G,SI2
1553,0.85,1,3,2440.0,Fair,I,SI1
1554,0.32,5,4,840.59,Ideal,E,VS1
1555,1.01,3,5,5937.65,Very Good,G,VS2
1556,0.31,5,6,760.0,Ideal,G,VVS2
1557,0.52,4,5,1694.22,Premium,E,VS2
1558,0.4,5,6,1285.78,Ideal,D,VVS2
1559,0.7,3,5,2285.92,Good,H,I1
1560,1.31,4,7,15686.0,Premium,D,WS1
1561,0.5,4,6,1876.83,Premium,G,VVS2
1562,1.5,4,5,10712.86,Premium,H,VS2
1563,0.7,4,3,2379.47,Premium,D,SI1
1564,0.31,3,7,575.0,Very Good,I,WS1
1565,1.0,2,3,4696.18,Good,G,SI1
1566,0.41,4,4,1107.21,Premium,E,VVS2
1567,1.04,4,2,4217.5,Premium,G,SI2
1568,0.32,3,2,455.0,Very Good,H,SI2
1569,0.78,3,3,2228.0,Very Good,I,SI1
1570,1.01,3,5,7289.43,Very Good,D,VS2
1571,0.9,2,2,3405.5,Good,F,SI2
1572,0.9,4,5,4152.86,Premium,G,VS2
1573,1.71,3,3,13622.0,Very Good,F,SI1
1574,0.41,5,8,1444.88,Ideal,F,WS1
1575,1.0,5,2,4360.67,Ideal,H,SI2
1576,0.56,5,6,2070.67,Ideal,G,VVS2
1577,0.43,4,4,1008.0,Premium,G,VS1
1578,0.95,5,5,5386.0,Ideal,F,VS2
1579,0.83,5,2,2075.0,Ideal,I,SI2
1580,0.51,5,5,1799.55,Ideal,D,VS2
1581,0.7,1,2,2034.67,Fair,D,SI2
1582,0.41,4,4,1046.43,Premium,F,VVS2
1583,0.32,5,8,932.37,Ideal,G,IF
1584,0.7,3,5,2502.88,Good,G,I1
1585,0.7,4,3,2517.33,Premium,D,SI1
1586,0.53,5,4,1631.33,Ideal,H,VS1
1587,0.9,2,3,3804.08,Good,E,SI1
1588,0.72,4,3,2383.86,Premium,F,SI1
1589,0.3,3,2,474.5,Very Good,D,SI2
1590,1.0,4,5,6708.8,Premium,E,VS2
1591,1.57,3,5,7822.5,Very Good,J,VS2
1592,0.51,5,5,1799.55,Ideal,D,VS2
1593,1.3,1,1,2596.0,Fair,H,I1
1594,1.07,5,6,10709.75,Ideal,E,VVS2
1595,1.55,5,5,8498.0,Ideal,I,VS2
1596,0.9,4,1,1758.0,Premium,H,I1
1597,0.72,4,2,2390.0,Premium,E,SI1
1598,1.0,4,2,4222.45,Premium,E,SI2
1599,0.55,5,3,1470.62,Ideal,F,SI1
1600,1.36,2,3,7639.0,Good,G,SI1
1601,0.26,4,6,565.0,Premium,H,VVS2
1602,1.08,5,2,4649.62,Ideal,H,SI2
1603,0.79,5,3,2905.86,Ideal,F,SI1
1604,0.9,3,5,3082.67,Very Good,J,VS2
1605,0.9,3,3,4164.18,Very Good,E,SI1
1606,1.13,1,4,7399.0,Fair,F,VS1
1607,1.0,2,2,3754.62,Good,H,SI2
1608,1.51,5,6,15175.0,Ideal,G,VVS2
1609,1.2,5,4,10367.0,Ideal,F,VS1
1610,1.01,3,3,5076.48,Very Good,F,SI1
1611,1.03,5,2,3925.0,Ideal,I,SI2
1612,0.9,5,3,4428.2,Ideal,F,SI1
1613,0.38,4,6,1133.0,Premium,D,VVS2
1614,0.84,5,3,2691.29,Ideal,J,SI1
1615,0.39,5,7,1123.0,Ideal,F,WS1
1616,0.33,5,6,818.43,Ideal,G,VVS2
1617,0.7,5,5,2988.59,Ideal,E,I1
1618,0.75,5,3,2662.0,Ideal,H,SI1
1619,0.42,5,5,960.4,Ideal,G,VS2
1620,1.03,5,6,9304.83,Ideal,F,VVS2
1621,0.81,4,6,3357.0,Premium,I,VVS2
1622,0.31,5,7,837.67,Ideal,G,WS1
1623,1.15,3,2,4250.0,Very Good,E,SI2
1624,0.29,3,4,519.43,Very Good,E,VS1
1625,1.0,2,5,3590.33,Good,J,VS2
1626,0.9,3,2,3238.58,Very Good,H,SI2
1627,0.55,5,5,1986.21,Ideal,D,VS2
1628,2.11,5,2,12707.0,Ideal,D,SI2
